algorithm,mode,patient_id,clean_prob,adv_prob,success,confidence_drop,efficiency,l2_norm,linf_norm,l0_norm,param_epsilon,param_use_torchattacks,param_alpha,param_num_steps,param_c,param_kappa,param_steps,param_lr,param_overshoot
fgsm,lesion,bf842c92-c6ed-4be4-b188-c05ec8bf8dc2,0.5225,0.51,0.0,0.012695,0.0024451053288134,5.192133167412253,0.0313725490196079,27390,0.0313725490196078,False,,,,,,,
fgsm,lesion,f92ddac9-aba6-4607-ba72-6ab7e8776fef,0.52,0.5093,0.0,0.01074,0.0021273275209786,5.049616184058414,0.0313725490196079,25907,0.0313725490196078,False,,,,,,,
fgsm,lesion,7f9623a6-510f-4e84-8e58-12b65a5e9dfc,0.521,0.509,0.0,0.01221,0.0032729778722552,3.7296406189446474,0.0313725490196079,14133,0.0313725490196078,False,,,,,,,
fgsm,lesion,051e6e97-fda7-4b5c-8d5f-084bf3607d22,0.5,0.4958,1.0,0.00415,0.0024846351944411,1.6704225269928203,0.0313725490196079,2835,0.0313725490196078,False,,,,,,,
fgsm,lesion,5acc56a4-1b6e-4394-9364-9772047d583f,0.5107,0.498,1.0,0.012695,0.0037708804129661,3.366670663603743,0.0313725490196079,11516,0.0313725490196078,False,,,,,,,
fgsm,lesion,ad4d16e5-a851-4327-b9fe-5977da445669,0.512,0.504,0.0,0.0083,0.002272413513729,3.652848030134419,0.0313725490196079,13557,0.0313725490196078,False,,,,,,,
fgsm,lesion,96f34fa9-0e56-4fdb-bfd7-781d8c453bcb,0.515,0.5054,0.0,0.009766,0.0037064939300224,2.634733833997105,0.0313725490196079,7053,0.0313725490196078,False,,,,,,,
fgsm,lesion,33a39200-fa81-4530-ae1e-274ca204f3ea,0.5103,0.5024,0.0,0.007812,0.0028074242478292,2.7827999198790843,0.0313725490196079,7868,0.0313725490196078,False,,,,,,,
fgsm,lesion,72848196-fd24-4106-9c33-9c29b7a66a04,0.5195,0.518,0.0,0.001465,0.0007841012169592,1.868181952120386,0.0313725490196079,3546,0.0313725490196078,False,,,,,,,
fgsm,lesion,abcb43a2-7b1d-428a-b909-e54c92acbd5b,0.516,0.508,0.0,0.0083,0.003476301184874,2.387819919446317,0.0313725490196079,5793,0.0313725490196078,False,,,,,,,
fgsm,lesion,9954f203-ec80-45ce-85a6-fb155368370f,0.5083,0.4978,1.0,0.0105,0.005022455834975,2.0902218296614623,0.0313725490196079,4439,0.0313725490196078,False,,,,,,,
fgsm,lesion,bf7b0977-4f77-45a7-8c03-77602f82b905,0.517,0.51,0.0,0.007324,0.0027563274637889,2.657238234084329,0.0313725490196079,7174,0.0313725490196078,False,,,,,,,
fgsm,lesion,c34a3ea0-04d7-4df6-afab-0d7c7280b749,0.5103,0.4922,1.0,0.01807,0.0039273782830298,4.600118681918434,0.0313725490196079,21500,0.0313725490196078,False,,,,,,,
fgsm,lesion,e2bc24a7-e469-48e2-9d5a-6ffc8557d59e,0.5186,0.5093,0.0,0.00928,0.0051951887945282,1.7857567963303649,0.0313725490196079,3240,0.0313725490196078,False,,,,,,,
fgsm,lesion,175c8be2-76a4-469b-9595-ed33ecedb3cb,0.5225,0.515,0.0,0.007324,0.0026648471664183,2.748457328303537,0.0313725490196079,7675,0.0313725490196078,False,,,,,,,
fgsm,lesion,bcaf0768-3841-4280-8de4-57e822f38c7a,0.5205,0.509,0.0,0.01172,0.0031088015762878,3.769539380800533,0.0313725490196079,14437,0.0313725490196078,False,,,,,,,
fgsm,lesion,6e73017c-4e3a-499b-a597-4a797bb179de,0.5244,0.5225,0.0,0.001953,0.0010142027484873,1.9257737102083368,0.0313725490196079,3768,0.0313725490196078,False,,,,,,,
fgsm,lesion,dc995045-8ec6-4cef-ba20-350c66732a9b,0.521,0.513,0.0,0.007812,0.0027500038134729,2.8409051413764144,0.0313725490196079,8200,0.0313725490196078,False,,,,,,,
fgsm,lesion,bfbea630-4c43-485f-b1b2-0e5715109ae3,0.4983,0.4878,1.0,0.0105,0.0021746800134661,4.827398416432205,0.0313725490196079,23677,0.0313725490196078,False,,,,,,,
fgsm,lesion,4a567c8b-ab4e-4c3a-a053-9a23b087545a,0.524,0.4978,1.0,0.02612,0.0050559778230197,5.166764518923006,0.0313725490196079,27123,0.0313725490196078,False,,,,,,,
fgsm,lesion,b900d3e4-787b-44b3-9754-88f93db99c27,0.523,0.5024,0.0,0.02051,0.003608280093788,5.683542278001937,0.0313725490196079,32820,0.0313725490196078,False,,,,,,,
fgsm,lesion,0983ae59-b906-4fd5-a810-edfe0580fe3b,0.5156,0.508,0.0,0.007812,0.0022281356038629,3.506294663652508,0.0313725490196079,12491,0.0313725490196078,False,,,,,,,
fgsm,lesion,e15ecf55-b05a-4f6f-bb25-d51d4a438963,0.505,0.5044,0.0,0.0004883,0.0004909499339018,0.9945642342994436,0.0313725490196078,1005,0.0313725490196078,False,,,,,,,
fgsm,lesion,747b1c03-c554-41ea-9d57-7b54894985f3,0.5103,0.503,0.0,0.007324,0.001582712429617,4.627637084991413,0.0313725490196079,21758,0.0313725490196078,False,,,,,,,
fgsm,lesion,87e4af8b-1110-481d-86de-f315ca03936d,0.5186,0.509,0.0,0.009766,0.0026833425008887,3.639350910266574,0.0313725490196079,13457,0.0313725490196078,False,,,,,,,
fgsm,lesion,878ae8b8-f206-4d82-8099-3a56f89bb9c4,0.5117,0.4998,1.0,0.01196,0.0052098533707358,2.296204849084243,0.0313725490196079,5357,0.0313725490196078,False,,,,,,,
fgsm,lesion,72a10e64-2d93-4b61-8b90-8efef7284ced,0.5195,0.5005,0.0,0.01904,0.004396203953598,4.331684541262558,0.0313725490196079,19064,0.0313725490196078,False,,,,,,,
fgsm,lesion,04e6f392-a196-447f-9b75-f5af995a36d0,0.5186,0.5146,0.0,0.003906,0.0029396728779193,1.328804303344143,0.0313725490196079,1794,0.0313725490196078,False,,,,,,,
fgsm,lesion,5a8415b5-f658-4d37-8144-1aa22420f84f,0.518,0.5054,0.0,0.012695,0.0034263965064686,3.705149839421354,0.0313725490196079,13948,0.0313725490196078,False,,,,,,,
fgsm,lesion,2c376b9a-167a-43d3-bcc2-b4af32fb9f74,0.507,0.502,0.0,0.004883,0.0037972185770661,1.2858918608262973,0.0313725490196079,1680,0.0313725490196078,False,,,,,,,
fgsm,lesion,e6295ee0-bb33-49e3-9376-8b78f5a3fc52,0.5166,0.5127,0.0,0.003906,0.0020362565452219,1.918348642661691,0.0313725490196079,3739,0.0313725490196078,False,,,,,,,
fgsm,lesion,780579a3-2dcc-4343-9c92-de8be54e2865,0.5146,0.502,0.0,0.012695,0.0032424968312114,3.915289089991699,0.0313725490196079,15575,0.0313725490196078,False,,,,,,,
