algorithm,mode,patient_id,clean_prob,adv_prob,success,confidence_drop,efficiency,l2_norm,linf_norm,l0_norm,param_num_steps,param_use_torchattacks,param_epsilon,param_alpha
pgd,lesion,0c5dc7d1-7022-4e46-bc02-ff9999912edd,0.518,0.466,1.0,0.052,0.002857721545277377,18.196997948369162,0.12549019607843148,35691,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,bf842c92-c6ed-4be4-b188-c05ec8bf8dc2,0.5225,0.4678,1.0,0.0547,0.0034239636286034366,15.971986241006379,0.12549019607843148,25061,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,f92ddac9-aba6-4607-ba72-6ab7e8776fef,0.52,0.469,1.0,0.05103,0.003462152454185449,14.738054220776183,0.12549019607843148,23155,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,7f9623a6-510f-4e84-8e58-12b65a5e9dfc,0.521,0.4805,1.0,0.04053,0.0036814884961716295,11.008412427562762,0.12549019607843148,12640,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,051e6e97-fda7-4b5c-8d5f-084bf3607d22,0.5,0.4893,1.0,0.01074,0.0018768873752448964,5.723405475956961,0.12549019607843148,2634,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,5acc56a4-1b6e-4394-9364-9772047d583f,0.5107,0.4788,1.0,0.03198,0.0031571436997266606,10.130176160875267,0.12549019607843148,10392,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,ad4d16e5-a851-4327-b9fe-5977da445669,0.512,0.4788,1.0,0.03345,0.002786065563449523,12.005196875455844,0.12549019607843148,12517,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,c1f94928-371a-42d0-91ae-f959928694fe,0.5127,0.4631,1.0,0.04956,0.002942389204522427,16.843640796874176,0.12549019607843148,29832,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,96f34fa9-0e56-4fdb-bfd7-781d8c453bcb,0.515,0.493,1.0,0.02222,0.002589602462235577,8.579230663043331,0.12549019607843148,6519,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,b9201f87-a5ef-49f1-b45f-4c54272bc5d6,0.519,0.4636,1.0,0.05542,0.0028707350218449734,19.305133153903974,0.12549019607843148,36333,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,33a39200-fa81-4530-ae1e-274ca204f3ea,0.5103,0.486,1.0,0.02417,0.0027595411891213864,8.758674066068235,0.12549019607843148,7109,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,427412d0-cf4c-4a13-b58e-6ffdd004c6ec,0.5156,0.4697,1.0,0.0459,0.0028985953327316984,15.834717234488323,0.12549019607843148,27219,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,72848196-fd24-4106-9c33-9c29b7a66a04,0.5195,0.5127,0.0,0.006836,0.0011430252245244053,5.980565731971552,0.12549019607843148,3252,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,abcb43a2-7b1d-428a-b909-e54c92acbd5b,0.516,0.4924,1.0,0.02368,0.0031530005184547496,7.510826736265842,0.12549019607843148,5271,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,9954f203-ec80-45ce-85a6-fb155368370f,0.5083,0.4902,1.0,0.01807,0.002716473235986344,6.650684418127685,0.12549019607843148,4068,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,077ff78d-27ef-49d4-9e8e-00e458844a3e,0.5166,0.4531,1.0,0.0635,0.0026427419772602923,24.01920543880647,0.12549019607843148,61894,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,bf7b0977-4f77-45a7-8c03-77602f82b905,0.517,0.49,1.0,0.0271,0.0030875413494911436,8.777083859489318,0.12549019607843148,6468,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,c34a3ea0-04d7-4df6-afab-0d7c7280b749,0.5103,0.4697,1.0,0.04053,0.0029764317093928685,13.61608384709167,0.12549019607843148,19384,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,e2bc24a7-e469-48e2-9d5a-6ffc8557d59e,0.5186,0.497,1.0,0.02148,0.0036550608700695103,5.877980073979127,0.12549019607843148,2880,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,175c8be2-76a4-469b-9595-ed33ecedb3cb,0.5225,0.4956,1.0,0.02686,0.0029930335677058073,8.972658713164607,0.12549019607843148,6975,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,bcaf0768-3841-4280-8de4-57e822f38c7a,0.5205,0.488,1.0,0.03247,0.0026827253912848404,12.103625366822028,0.12549019607843148,13286,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,6e73017c-4e3a-499b-a597-4a797bb179de,0.5244,0.5176,0.0,0.006836,0.0010400295920719143,6.572829794180533,0.12549019607843148,3479,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,dc995045-8ec6-4cef-ba20-350c66732a9b,0.521,0.493,1.0,0.02808,0.003015739421212458,9.30987990784521,0.12549019607843143,7625,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,83f0d9e7-520b-41ee-a7c0-f93713784281,0.5176,0.4575,1.0,0.06006,0.002952794737323719,20.339576253412886,0.12549019607843148,45414,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,bfbea630-4c43-485f-b1b2-0e5715109ae3,0.4983,0.4688,1.0,0.02954,0.001965936305766499,15.026435759231216,0.12549019607843148,21717,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,4a567c8b-ab4e-4c3a-a053-9a23b087545a,0.524,0.4663,1.0,0.05762,0.0036871186695478287,15.626615964111272,0.12549019607843148,24567,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,b900d3e4-787b-44b3-9754-88f93db99c27,0.523,0.4634,1.0,0.05957,0.0034594394349178725,17.219643120250147,0.12549019607843148,29925,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,0983ae59-b906-4fd5-a810-edfe0580fe3b,0.5156,0.4841,1.0,0.0315,0.0028888061713335726,10.902130059343218,0.12549019607843148,11436,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,e15ecf55-b05a-4f6f-bb25-d51d4a438963,0.505,0.5024,0.0,0.002441,0.0008006510662944077,3.049276201295608,0.12549019607843143,882,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,747b1c03-c554-41ea-9d57-7b54894985f3,0.5103,0.4707,1.0,0.03955,0.0028900342018655387,13.685229467377697,0.12549019607843148,19547,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,87e4af8b-1110-481d-86de-f315ca03936d,0.5186,0.4832,1.0,0.0354,0.0030091615942010146,11.764203910859699,0.12549019607843148,12382,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,878ae8b8-f206-4d82-8099-3a56f89bb9c4,0.5117,0.4863,1.0,0.02539,0.003507753236743535,7.238429630384765,0.12549019607843148,4828,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,34873b9f-5305-404e-b7f7-5105feede48a,0.5156,0.4675,1.0,0.0481,0.002914913510595304,16.499873125233282,0.12549019607843148,29275,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,72a10e64-2d93-4b61-8b90-8efef7284ced,0.5195,0.4695,1.0,0.05005,0.0038745688889649816,12.917263706111033,0.12549019607843148,17208,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,04e6f392-a196-447f-9b75-f5af995a36d0,0.5186,0.507,0.0,0.01172,0.0027696638994973368,4.231109043386161,0.12549019607843148,1598,40,False,0.12549019607843137,0.03137254901960784
pgd,lesion,5a8415b5-f658-4d37-8144-1aa22420f84f,0.518,0.4775,1.0,0.04053,0.0036359139933562572,11.146397793703223,0.12549019607843148,12599,40,False,0.12549019607843137,0.03137254901960784
